ecephys_probe_id,ecephys_session_id,name,sampling_rate,lfp_sampling_rate,phase,has_lfp_data,unit_count,channel_count,structure_acronyms
1048335289,1048196054,probeC,30000.1501715947,2500.01251429956,1.0,True,377,384,"['DG', 'DT', 'HPF', 'MB', 'MRN', 'POL', 'POST', 'TH', 'VISp', 'root']"
1048335290,1048196054,probeD,30000.0827152702,2500.00689293918,1.0,True,212,384,"['CA1', 'CA3', 'DG', 'MGd', 'MGm', 'MGv', 'PIL', 'TH', 'VISl', 'root']"
1048335291,1048196054,probeE,30000.0963284441,2500.00802737034,1.0,True,453,384,"['CA1', 'CA3', 'DG', 'Eth', 'LGd', 'LP', 'PoT', 'SGN', 'TH', 'VISal', 'root']"
1048335292,1048196054,probeF,30000.1219293383,2500.01016077819,1.0,True,397,384,"['APN', 'CA1', 'DG', 'MB', 'MRN', 'VISrl', 'root']"
1049417647,1049273528,probeA,29999.9323160262,2499.99435966885,1.0,True,461,384,"['APN', 'CA1', 'DG', 'MB', 'MRN', 'NOT', 'VISam', 'root']"
1049417648,1049273528,probeB,29999.9588568119,2499.996571401,1.0,True,299,384,"['APN', 'CA1', 'DG', 'MB', 'VISpm', 'root']"
1049417649,1049273528,probeC,30000.1547814886,2500.01289845738,1.0,True,580,384,"['HPF', 'MB', 'NB', 'PIL', 'POST', 'PP', 'PRE', 'SUB', 'TH', 'VISp', 'root']"
1049417650,1049273528,probeD,30000.0873857855,2500.00728214879,1.0,True,248,384,"['CA1', 'CA3', 'DG', 'LT', 'MB', 'PP', 'TH', 'VISl', 'root']"
1049417651,1049273528,probeE,30000.0989166138,2500.00824305115,1.0,True,384,384,"['CA1', 'DG', 'MGd', 'MGm', 'MGv', 'PIL', 'VISal', 'root']"
1049417652,1049273528,probeF,30000.1254573995,2500.01045478329,1.0,True,193,384,"['CA1', 'CA3', 'DG', 'VISrl', 'root']"
1049646958,1049514117,probeA,29999.9300933603,2499.99417444669,1.0,True,336,384,"['APN', 'CA1', 'DG', 'MB', 'VISam', 'root']"
1049646959,1049514117,probeB,29999.9591089532,2499.99659241276,1.0,True,276,384,"['APN', 'CA1', 'DG', 'MB', 'POL', 'VISpm', 'root']"
1049646960,1049514117,probeC,30000.1543410178,2500.01286175148,1.0,True,427,384,"['HPF', 'MB', 'NB', 'POST', 'PRE', 'VISp', 'root']"
1049646961,1049514117,probeD,30000.0876350672,2500.00730292227,1.0,True,193,384,"['CA1', 'DG', 'LT', 'MB', 'MGv', 'PP', 'ProS', 'TH', 'VISl', 'root']"
1049646962,1049514117,probeE,30000.0990020005,2500.00825016671,1.0,True,350,384,"['CA1', 'CA3', 'DG', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'PoT', 'TH', 'VISal', 'root']"
1049646963,1049514117,probeF,30000.125325425,2500.01044378541,1.0,True,343,384,"['CA1', 'DG', 'LP', 'MRN', 'POL', 'PoT', 'SGN', 'TH', 'VISrl', 'root']"
1051284112,1051155866,probeA,29999.9813166036,2499.9984430503,1.0,True,385,384,"['APN', 'CA1', 'DG', 'MB', 'MRN', 'VISam', 'root']"
1051284113,1051155866,probeB,30000.1815889738,2500.01513241449,1.0,True,361,384,"['APN', 'CA1', 'DG', 'MB', 'VISpm', 'root']"
1051284114,1051155866,probeC,30000.0546261192,2500.0045521766,1.0,True,384,384,"['APN', 'DG', 'HPF', 'MB', 'POST', 'SCig', 'SUB', 'VISp', 'root']"
1051284115,1051155866,probeD,30000.0331647836,2500.00276373197,1.0,True,352,384,"['CA1', 'CA3', 'DG', 'LGv', 'MB', 'TH', 'VISl', 'ZI', 'root']"
1051284116,1051155866,probeE,30000.0798983462,2500.00665819552,1.0,True,294,384,"['APN', 'CA1', 'DG', 'LP', 'POL', 'PoT', 'SGN', 'VISal', 'root']"
1051284117,1051155866,probeF,29999.9615601405,2499.99679667837,1.0,True,146,384,"['CA1', 'DG', 'VISrl', 'root']"
1052445237,1052342277,probeA,29999.9884321921,2499.99903601601,1.0,True,276,384,"['APN', 'CA1', 'DG', 'MB', 'MRN', 'NOT', 'VISam', 'root']"
1052445238,1052342277,probeB,30000.1912140591,2500.01593450493,1.0,True,287,384,"['APN', 'DG', 'NOT', 'SUB', 'VISpm', 'root']"
1052445239,1052342277,probeC,30000.0607708256,2500.00506423547,1.0,True,226,384,"['APN', 'HPF', 'MB', 'MRN', 'POST', 'SCig', 'SCiw', 'VISp', 'root']"
1052445240,1052342277,probeD,30000.0396322235,2500.00330268529,1.0,True,345,384,"['CA1', 'CA3', 'DG', 'LGv', 'MB', 'TH', 'VISl', 'ZI', 'root']"
1052445241,1052342277,probeE,30000.0864770654,2500.00720642212,1.0,True,326,384,"['APN', 'CA1', 'DG', 'LP', 'MB', 'MRN', 'POL', 'PoT', 'SGN', 'VISal', 'root']"
1052445242,1052342277,probeF,29999.9698429691,2499.99748691409,1.0,True,236,384,"['CA1', 'DG', 'VISrl', 'root']"
1052651344,1052530003,probeA,29999.9271334602,2499.99392778835,1.0,True,295,384,"['APN', 'CA1', 'DG', 'MB', 'VISam', 'root']"
1052651345,1052530003,probeB,29999.957503011,2499.99645858425,1.0,True,355,384,"['APN', 'CA1', 'DG', 'Eth', 'LP', 'MB', 'PoT', 'TH', 'VISpm', 'root']"
1052651346,1052530003,probeC,30000.1504209969,2500.01253508307,1.0,True,467,384,"['HPF', 'MRN', 'NB', 'POST', 'PRE', 'VISp', 'root']"
1052651347,1052530003,probeD,30000.082955753,2500.00691297942,1.0,True,162,384,"['CA1', 'CA3', 'DG', 'MB', 'MGd', 'MGm', 'MGv', 'PIL', 'TH', 'VISl', 'ZI', 'root']"
1052651348,1052530003,probeE,30000.096713771,2500.00805948092,1.0,True,355,384,"['CA1', 'CA3', 'DG', 'FF', 'HY', 'LGd', 'MGm', 'MGv', 'TH', 'VISrl', 'ZI', 'root']"
1052651349,1052530003,probeF,30000.1214782034,2500.01012318362,1.0,True,371,384,"['CA1', 'DG', 'MB', 'MGd', 'MGm', 'MGv', 'PIL', 'SNr', 'TH', 'VISrl', 'root']"
1052665036,1052533639,probeA,29999.9839800799,2499.99866500666,1.0,True,178,384,"['APN', 'CA1', 'DG', 'MB', 'MRN', 'NOT', 'ProS', 'VISam', 'root']"
1052665037,1052533639,probeB,30000.1856228041,2500.01546856701,1.0,True,243,384,"['APN', 'DG', 'MB', 'NOT', 'ProS', 'VISpm', 'root']"
1052665038,1052533639,probeC,30000.0560329052,2500.00466940876,1.0,True,316,384,"['APN', 'MB', 'MRN', 'POST', 'SCig', 'VISp', 'root']"
1052665039,1052533639,probeD,30000.0351007705,2500.00292506421,1.0,True,375,384,"['CA1', 'CA3', 'DG', 'HPF', 'IGL', 'LGv', 'TH', 'VISl', 'ZI', 'root']"
1052665040,1052533639,probeE,30000.0815932505,2500.00679943754,1.0,True,322,384,"['APN', 'CA1', 'DG', 'LP', 'POL', 'SGN', 'VISal', 'root']"
1052665041,1052533639,probeF,29999.9662035434,2499.99718362862,1.0,True,243,384,"['CA1', 'DG', 'VISrl', 'root']"
1053852963,1053709239,probeA,29999.9243976674,2499.99369980562,1.0,True,453,384,"['APN', 'CA1', 'DG', 'MRN', 'NOT', 'ProS', 'VISam', 'root']"
1053852964,1053709239,probeB,29999.9546977225,2499.99622481021,1.0,True,456,384,"['APN', 'DG', 'MRN', 'NOT', 'SUB', 'VISpm', 'root']"
1053852966,1053709239,probeC,30000.1479001644,2500.0123250137,1.0,True,626,384,"['DG', 'MB', 'MGd', 'MGm', 'PIL', 'SNr', 'SUB', 'TH', 'VISp', 'root']"
1053852968,1053709239,probeD,30000.0804376724,2500.00670313937,1.0,True,382,384,"['CA1', 'CA3', 'DG', 'LT', 'MB', 'VISl', 'root']"
1053852969,1053709239,probeE,30000.0946903116,2500.0078908593,1.0,True,439,384,"['CA1', 'CA3', 'DG', 'MB', 'MGm', 'MGv', 'MRN', 'PIL', 'VISal', 'root']"
1053852970,1053709239,probeF,30000.1190781608,2500.00992318007,1.0,True,484,384,"['CA1', 'CA3', 'DG', 'LP', 'MGm', 'POL', 'PoT', 'SGN', 'TH', 'VISrl', 'root']"
1053896352,1053718935,probeA,29999.9808936899,2499.99840780749,1.0,True,479,384,"['APN', 'CA1', 'DG', 'MB', 'MRN', 'RN', 'VISam', 'root']"
1053896353,1053718935,probeB,30000.1803403828,2500.01502836523,1.0,True,494,384,"['APN', 'CA1', 'DG', 'LP', 'MB', 'MRN', 'POL', 'ProS', 'TH', 'VISpm', 'root']"
1053896355,1053718935,probeC,30000.0530339831,2500.00441949859,1.0,True,250,384,"['APN', 'DG', 'DT', 'MB', 'MRN', 'POST', 'SUB', 'VISp', 'root']"
1053896358,1053718935,probeD,29999.9220015424,2499.99350012854,1.0,True,437,384,"['CA1', 'CA3', 'DG', 'LGv', 'VISl', 'ZI', 'root']"
1053896361,1053718935,probeE,30000.0790127687,2500.00658439739,1.0,True,415,384,"['CA1', 'CA3', 'DG', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'TH', 'VISal', 'root']"
1053896362,1053718935,probeF,29999.9629879931,2499.99691566609,1.0,True,433,384,"['CA1', 'CA3', 'DG', 'HPF', 'LGd', 'LP', 'POL', 'PoT', 'SGN', 'VISrl', 'root']"
1053960992,1047977240,probeA,29999.9266930012,2499.99389108343,1.0,True,326,384,"['APN', 'CA1', 'HPF', 'MB', 'MRN', 'NOT', 'ProS', 'VISam', 'root']"
1053960994,1047977240,probeB,29999.9569010648,2499.99640842207,1.0,True,391,384,"['APN', 'DG', 'HPF', 'MRN', 'NOT', 'ProS', 'SUB', 'VISpm', 'root']"
1053960995,1047977240,probeC,30000.1506312505,2500.01255260421,1.0,True,454,384,"['DG', 'MB', 'MGm', 'PIL', 'PoT', 'SGN', 'SUB', 'VISp', 'root']"
1053960996,1047977240,probeD,30000.0832924421,2500.00694103684,1.0,True,114,384,"['CA1', 'CA3', 'DG', 'MGd', 'MGm', 'MGv', 'PIL', 'PP', 'VISl', 'root']"
1053960998,1047977240,probeE,30000.0962986917,2500.00802489097,1.0,True,283,384,"['CA1', 'CA3', 'DG', 'LP', 'POL', 'PoT', 'SGN', 'SPFp', 'TH', 'VISal', 'root']"
1053960999,1047977240,probeF,30000.1219965236,2500.01016637696,1.0,True,288,384,"['APN', 'CA1', 'DG', 'MB', 'MRN', 'VISrl', 'root']"
1054028370,1052331749,probeA,29999.9251448334,2499.99376206945,1.0,True,460,384,"['APN', 'CA1', 'DG', 'MB', 'MRN', 'NOT', 'ProS', 'RN', 'VISam', 'root']"
1054028371,1052331749,probeB,29999.955382381,2499.99628186508,1.0,True,231,384,"['APN', 'CA1', 'DG', 'Eth', 'LP', 'MB', 'POL', 'PoT', 'ProS', 'SPFp', 'TH', 'VISpm', 'root']"
1054028372,1052331749,probeC,30000.1479374476,2500.01232812064,1.0,True,459,384,"['DG', 'MB', 'PIL', 'POST', 'PRE', 'PoT', 'SGN', 'SUB', 'TH', 'VISp', 'root']"
1054028373,1052331749,probeD,30000.0800753295,2500.00667294413,1.0,True,122,384,"['CA1', 'CA3', 'DG', 'LT', 'TH', 'VISl', 'ZI', 'root']"
1054028374,1052331749,probeE,30000.0941599201,2500.00784666001,1.0,True,275,384,"['CA1', 'CA3', 'DG', 'LGd', 'MGd', 'MGm', 'MGv', 'PoT', 'SPFp', 'TH', 'VISal', 'root']"
1054028375,1052331749,probeF,30000.1177983937,2500.00981653281,1.0,True,225,384,"['CA1', 'CA3', 'DG', 'LGd', 'MGd', 'MGm', 'MRN', 'PoT', 'SPFp', 'TH', 'VISrl', 'root']"
1054059289,1053941483,probeA,29999.9899841415,2499.99916534513,1.0,True,214,384,"['APN', 'CA1', 'DG', 'MB', 'VISam', 'root']"
1054059290,1053941483,probeB,30000.1922070772,2500.01601725644,1.0,True,384,384,"['APN', 'CA1', 'DG', 'LP', 'POL', 'PoT', 'TH', 'VISpm', 'root']"
1054059291,1053941483,probeC,30000.0629326246,2500.00524438538,1.0,True,171,384,"['APN', 'DG', 'DT', 'MB', 'MRN', 'POL', 'SUB', 'TH', 'VISp', 'root']"
1054059292,1053941483,probeD,29999.9313289026,2499.99427740855,1.0,True,235,384,"['CA1', 'CA3', 'DG', 'LGv', 'VISl', 'ZI', 'root']"
1054059293,1053941483,probeE,30000.0892957194,2500.00744130995,1.0,True,281,384,"['CA1', 'CA3', 'DG', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'VISal', 'root']"
1054059294,1053941483,probeF,29999.9712441103,2499.99760367586,1.0,True,258,384,"['APN', 'CA1', 'CA3', 'DG', 'LP', 'MRN', 'POL', 'SGN', 'VISrl', 'root']"
1054061672,1053925378,probeA,29999.9243133266,2499.99369277722,1.0,True,365,384,"['APN', 'CA1', 'DG', 'LP', 'MB', 'MRN', 'POL', 'VISam', 'root']"
1054061673,1053925378,probeB,29999.9552058464,2499.99626715386,1.0,True,355,384,"['DG', 'LP', 'POL', 'PoT', 'ProS', 'SUB', 'VISpm', 'root']"
1054061674,1053925378,probeC,30000.1488393525,2500.01240327938,1.0,True,280,384,"['DG', 'MB', 'MGd', 'POST', 'PRE', 'SNr', 'SUB', 'VISp', 'root']"
1054061675,1053925378,probeD,30000.0821074716,2500.0068422893,1.0,True,248,384,"['CA1', 'CA3', 'DG', 'LT', 'MB', 'VISl', 'root']"
1054061676,1053925378,probeE,30000.0955346126,2500.00796121771,1.0,True,261,384,"['CA1', 'CA3', 'DG', 'MB', 'MGm', 'MGv', 'PIL', 'PP', 'VISal', 'root']"
1054061677,1053925378,probeF,30000.1199659517,2500.00999716264,1.0,True,314,384,"['CA1', 'CA3', 'DG', 'LGd', 'MGd', 'MGm', 'TH', 'VISrl', 'root']"
1055324727,1055240613,probeA,29999.9114845946,2499.99262371622,1.0,True,390,384,"['DG', 'MB', 'MRN', 'NOT', 'ProS', 'SCig', 'SCiw', 'SUB', 'VISam', 'root']"
1055324728,1055240613,probeB,29999.9513422247,2499.99594518539,1.0,True,384,384,"['HPF', 'MB', 'MRN', 'SCig', 'SUB', 'VISpm', 'root']"
1055324729,1055240613,probeC,30000.1375193127,2500.01145994272,1.0,True,233,384,"['HPF', 'MB', 'NB', 'POST', 'PRE', 'VISp', 'root']"
1055324730,1055240613,probeD,30000.0714395575,2500.00595329646,1.0,True,428,384,"['CA1', 'CA3', 'DG', 'ProS', 'VISl', 'root']"
1055324731,1055240613,probeE,30000.0909488186,2500.00757906821,1.0,True,494,384,"['CA1', 'CA3', 'DG', 'MB', 'MGd', 'MGm', 'MGv', 'PIL', 'SPFp', 'TH', 'VISal', 'root']"
1055324732,1055240613,probeF,30000.1073114246,2500.00894261872,1.0,True,361,384,"['CA1', 'CA3', 'DG', 'LGd', 'MGd', 'MGm', 'PoT', 'SPFp', 'TH', 'VISrl', 'root']"
1055328904,1055221968,probeA,29999.9833955797,2499.99861629831,1.0,True,426,384,"['APN', 'CA1', 'DG', 'MB', 'VISam', 'root']"
1055328905,1055221968,probeB,30000.1792319041,2500.01493599201,1.0,True,453,384,"['APN', 'CA1', 'DG', 'MB', 'POL', 'TH', 'VISpm', 'root']"
1055328906,1055221968,probeC,30000.0537091536,2500.0044757628,1.0,True,371,384,"['HPF', 'MB', 'MRN', 'POST', 'SCig', 'VISp', 'root']"
1055328908,1055221968,probeD,29999.9222488125,2499.99352073438,1.0,True,525,384,"['CA1', 'CA3', 'DG', 'MB', 'MGv', 'TH', 'VISl', 'ZI', 'root']"
1055328909,1055221968,probeE,30000.0783970307,2500.00653308589,1.0,True,380,384,"['CA1', 'DG', 'MRN', 'POL', 'PoT', 'SGN', 'VISal', 'root']"
1055328910,1055221968,probeF,29999.9638119473,2499.99698432894,1.0,True,430,384,"['CA1', 'CA3', 'DG', 'LP', 'MGm', 'PoT', 'SGN', 'TH', 'VISrl', 'root']"
1055529304,1055403683,probeA,29999.9898331805,2499.99915276504,1.0,True,265,384,"['APN', 'CA1', 'DG', 'LP', 'MB', 'MRN', 'VISam', 'root']"
1055529306,1055403683,probeB,30000.1897320182,2500.01581100152,1.0,True,319,384,"['CA1', 'DG', 'LP', 'POL', 'PoT', 'SPFp', 'VISpm', 'root']"
1055529307,1055403683,probeC,30000.0624384384,2500.0052032032,1.0,True,108,384,"['MB', 'MRN', 'POL', 'POST', 'SCig', 'VISp', 'root']"
1055529308,1055403683,probeD,29999.9323323163,2499.99436102636,1.0,True,296,384,"['CA1', 'CA3', 'DG', 'LGv', 'MB', 'TH', 'VISl', 'ZI', 'root']"
1055529309,1055403683,probeE,30000.0892096741,2500.00743413951,1.0,True,334,384,"['CA1', 'DG', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'VISal', 'root']"
1055529310,1055403683,probeF,29999.9722287493,2499.99768572911,1.0,True,247,384,"['CA1', 'CA3', 'DG', 'LP', 'MGm', 'MRN', 'PoT', 'SGN', 'TH', 'VISrl', 'root']"
1055531187,1055415082,probeA,29999.9239401735,2499.99366168112,1.0,True,225,384,"['APN', 'CA1', 'DG', 'MB', 'VISam', 'root']"
1055531188,1055415082,probeB,29999.9571545124,2499.9964295427,1.0,True,272,384,"['APN', 'DG', 'HPF', 'MB', 'MRN', 'SCig', 'SCiw', 'SUB', 'VISpm', 'root']"
1055531189,1055415082,probeC,30000.1496765315,2500.01247304429,1.0,True,241,384,"['HPF', 'MB', 'NB', 'POST', 'PRE', 'VISp', 'grey', 'root']"
1055531190,1055415082,probeD,30000.0826421211,2500.00688684342,1.0,True,284,384,"['CA1', 'CA3', 'DG', 'VISl', 'root']"
1055531191,1055415082,probeE,30000.0971797041,2500.00809830867,1.0,True,301,384,"['CA1', 'CA3', 'DG', 'MB', 'MGd', 'MGm', 'MGv', 'PIL', 'TH', 'VISal', 'ZI', 'root']"
1055531192,1055415082,probeF,30000.1192889449,2500.0099407454,1.0,True,187,384,"['APN', 'CA1', 'DG', 'LP', 'MB', 'POL', 'VISrl', 'root']"
1056630213,1056495334,probeA,29999.9953645119,2499.99961370932,1.0,True,375,384,"['VISam', 'grey', 'root']"
1056630214,1056495334,probeB,30000.2013051857,2500.01677543215,1.0,True,399,384,"['VISpm', 'grey', 'root']"
1056630215,1056495334,probeC,30000.0685948071,2500.00571623393,1.0,True,206,384,"['VISp', 'grey', 'root']"
1056630217,1056495334,probeD,29999.9385928036,2499.99488273364,1.0,True,613,384,"['VISl', 'grey', 'root']"
1056630218,1056495334,probeE,30000.0968244089,2500.00806870074,1.0,True,570,384,"['VISal', 'grey', 'root']"
1056630219,1056495334,probeF,30000.1130746593,2500.00942288828,1.0,True,581,384,"['VISrl', 'grey', 'root']"
1056871974,1056720277,probeA,29999.9946429085,2499.99955357571,1.0,True,384,384,"['VISam', 'grey', 'root']"
1056871975,1056720277,probeB,30000.2004792582,2500.01670660485,1.0,True,409,384,"['VISpm', 'grey', 'root']"
1056871976,1056720277,probeC,30000.0683162825,2500.00569302354,1.0,True,202,384,"['VISp', 'grey', 'root']"
1056871978,1056720277,probeD,29999.9385057222,2499.99487547685,1.0,True,375,384,"['VISl', 'grey', 'root']"
1056871979,1056720277,probeE,30000.0959036998,2500.00799197498,1.0,True,392,384,"['VISal', 'grey', 'root']"
1056871980,1056720277,probeF,30000.1120498238,2500.00933748532,1.0,True,423,384,"['VISrl', 'grey', 'root']"
